"DateTime","4RH","1RV","2RV","3RH","Series 5","Series 6","Series 7"
"2025-12-22 07:46:00",0.45959,2.03298,3.85662,0.25295,,,
"2025-12-22 08:46:00",0.42196,2.40951,3.44476,0.24874,,,
"2025-12-22 09:46:00",0.42217,2.0214,3.01022,0.24629,,,
"2025-12-22 10:46:00",0.42712,2.11542,4.08772,0.25305,,,
"2025-12-22 11:46:00",0.42574,1.96598,3.2995,0.26328,,,
"2025-12-22 12:46:00",0.24943,3.83688,7.21004,0.24291,,,
"2025-12-22 13:46:00",0.36804,4.1502,7.3038,0.26503,,,
"2025-12-22 14:46:00",0.32464,4.06394,7.58445,0.28599,,,
"2025-12-22 15:46:00",0.32873,2.12128,4.14912,0.27509,,,
"2025-12-22 16:46:00",0.36867,0.83986,1.84528,0.27715,,,
"2025-12-22 17:46:00",0.38154,2.63463,4.63249,0.26412,,,
"2025-12-22 18:46:00",0.4258,2.81499,5.14712,0.26737,,,
"2025-12-22 19:46:00",0.38655,2.20175,4.46527,0.2982,,,
"2025-12-22 20:46:00",0.35545,2.53047,4.64554,0.28919,,,
"2025-12-22 21:46:00",0.45105,2.48458,4.25046,0.2995,,,
"2025-12-22 22:46:00",0.63727,2.40508,4.1788,0.33548,,,
"2025-12-22 23:46:00",0.46785,2.6748,5.0136,0.3209,,,
"2025-12-23 00:46:00",0.40938,2.17,4.1787,0.3237,,,
"2025-12-23 01:46:00",0.32972,2.21152,3.68686,0.26479,,,
"2025-12-23 02:46:00",0.38136,2.44087,3.75129,0.27039,,,
"2025-12-23 03:46:00",0.42476,2.30854,4.23746,0.23633,,,
"2025-12-23 04:46:00",0.41973,1.87936,3.86471,0.23904,,,
"2025-12-23 05:46:00",0.43528,2.25308,3.92072,0.2451,,,
"2025-12-23 06:46:00",0.41682,2.22823,3.58272,0.24806,,,
"2025-12-23 07:46:00",0.39587,1.82819,3.94644,0.25067,,,
"2025-12-23 08:46:00",0.37993,2.31573,3.83765,0.25393,,,
"2025-12-23 09:46:00",0.47232,1.95988,3.81882,0.22191,,,
"2025-12-23 10:46:00",0.42573,1.97623,3.4586,0.23512,,,
"2025-12-23 11:46:00",0.46187,2.26048,4.02429,0.27785,,,
"2025-12-23 12:46:00",0.25478,1.88669,3.81547,0.26789,,,
"2025-12-23 13:46:00",0.28459,1.96314,3.48063,0.25487,,,
"2025-12-23 14:46:00",0.52662,2.092,4.11725,0.25974,,,
"2025-12-23 15:46:00",0.26462,2.02069,3.92191,0.23535,,,
"2025-12-23 16:46:00",0.36691,2.61488,4.36117,0.23118,,,
"2025-12-23 17:46:00",0.33519,2.34729,3.90326,0.18955,,,
"2025-12-23 18:46:00",0.34773,2.06746,3.16097,0.23845,,,
"2025-12-23 19:46:00",0.37343,2.40684,3.55937,0.25178,,,
"2025-12-23 20:46:00",0.3812,2.29425,4.11424,0.22893,,,
"2025-12-23 21:46:00",0.35605,2.12059,3.60558,0.24154,,,
"2025-12-23 22:46:00",0.30343,2.15209,3.34938,0.23759,,,
"2025-12-23 23:46:00",0.41178,2.2018,3.46844,0.20193,,,
"2025-12-24 00:46:00",0.37026,2.63394,3.77835,0.2382,,,
