"DateTime","4RH","1RV","2RH","3RH","Series 5","Series 6"
"2026-03-17 18:50:00",1.01915,3.17674,0.89353,0.8596,,
"2026-03-17 19:50:00",0.98983,3.55105,0.96372,0.85949,,
"2026-03-17 20:50:00",1.13633,3.08651,0.9318,0.83983,,
"2026-03-17 21:50:00",1.01671,3.40216,0.96827,0.84347,,
"2026-03-17 22:50:00",1.0314,3.96738,0.90411,0.93569,,
"2026-03-17 23:50:00",0.92779,3.11609,0.95114,0.84601,,
"2026-03-18 00:50:00",1.00516,3.59461,0.88343,0.87942,,
"2026-03-18 01:50:00",0.95954,3.35547,0.87114,0.81806,,
"2026-03-18 02:50:00",1.01834,3.30376,0.87202,0.8565,,
"2026-03-18 03:50:00",0.87414,3.52009,0.9381,0.81524,,
"2026-03-18 04:50:00",0.99467,3.17807,0.99468,0.83284,,
"2026-03-18 05:50:00",0.92921,3.29358,0.95785,0.7998,,
"2026-03-18 06:50:00",0.99316,3.4045,0.89061,0.84818,,
"2026-03-18 07:50:00",0.93801,3.28561,0.8708,0.85591,,
"2026-03-18 08:50:00",0.97443,3.35162,0.92202,0.89857,,
"2026-03-18 09:50:00",1.03116,3.71097,0.87282,0.88828,,
"2026-03-18 10:50:00",1.11058,3.76506,0.84685,0.85501,,
"2026-03-18 11:50:00",1.06608,3.35288,0.85248,0.84856,,
"2026-03-18 12:50:00",1.03242,3.64323,0.85621,0.8432,,
