"DateTime","10RV","8RV","9RV","1RV","2RH","3RV","4RV","7RV"
"2025-11-13 04:56:00",0.03234,0.08893,0.08699,0.72855,0.95392,0.3047,0.27277,0.07209
"2025-11-13 05:56:00",0.04169,0.09458,0.11317,0.60154,0.91367,0.34567,0.24914,0.08709
"2025-11-13 06:56:00",0.03849,0.08698,0.06397,0.6175,0.73321,0.30312,0.24321,0.06976
"2025-11-13 07:56:00",0.03234,0.09343,0.07116,0.66103,0.88558,0.31937,0.28874,0.07926
"2025-11-13 08:56:00",0.04377,0.09598,0.08963,0.71365,0.71188,0.3388,0.25145,0.08657
"2025-11-13 09:56:00",0.04106,0.08613,0.05055,0.56239,0.82503,0.3096,0.24295,0.07266
"2025-11-13 10:56:00",0.04136,0.09315,0.0783,0.6317,0.82831,0.34944,0.24812,0.08488
"2025-11-13 11:56:00",0.03815,0.0859,0.05064,0.71621,0.90199,0.32447,0.24492,0.07585
"2025-11-13 12:56:00",0.03564,0.09343,0.09574,0.65793,0.76656,0.28932,0.25984,0.07124
"2025-11-13 13:56:00",0.00194,0.00323,0.00265,0.00406,0.00406,0.00355,0.00327,0.00326
"2025-11-13 14:56:00",0.04101,0.083,0.06421,0.75175,0.46184,0.28523,0.24019,0.07557
"2025-11-13 15:56:00",0.03078,0.11074,0.06849,0.66321,0.49884,0.32615,0.30385,0.09273
"2025-11-13 16:56:00",0.04169,0.09184,0.07518,0.52715,0.44075,0.29538,0.24722,0.08016
"2025-11-13 17:56:00",0.0355,0.08646,0.0491,0.65483,0.67347,0.28295,0.24845,0.07334
"2025-11-13 18:56:00",0.03357,0.09956,0.09207,0.67089,0.83236,0.3086,0.2857,0.08352
"2025-11-13 19:56:00",0.04177,0.09156,0.09837,0.67178,0.75592,0.30402,0.24847,0.08453
"2025-11-13 20:56:00",0.03363,0.08607,0.05301,0.69245,0.68487,0.27754,0.24645,0.06953
"2025-11-13 21:56:00",0.03318,0.10011,0.08428,0.59547,0.63759,0.32545,0.29538,0.08674
"2025-11-13 22:56:00",0.04316,0.09581,0.07622,0.53075,0.50955,0.31166,0.24314,0.08607
"2025-11-13 23:56:00",0.03376,0.08606,0.05333,0.5698,0.80598,0.28554,0.24534,0.07185
"2025-11-14 00:56:00",0.03126,0.09627,0.07472,0.58152,0.72289,0.29401,0.2763,0.07526
"2025-11-14 01:56:00",0.04214,0.09546,0.07326,0.63738,0.78681,0.30628,0.24497,0.08475
"2025-11-14 02:56:00",0.03391,0.08659,0.05879,0.4548,0.53911,0.2926,0.24702,0.07552
"2025-11-14 03:56:00",0.03838,0.09867,0.05117,0.61079,0.86967,0.31849,0.29089,0.08309
"2025-11-14 04:56:00",0.03107,0.10321,0.0901,0.5661,0.8441,0.33625,0.30262,0.0919
"2025-11-14 05:56:00",0.03913,0.09398,0.08044,0.56992,0.72662,0.29597,0.24316,0.08078
"2025-11-14 06:56:00",0.03518,0.08539,0.05246,0.58036,0.63697,0.3003,0.24071,0.07695
"2025-11-14 07:56:00",0.03793,0.09803,0.04994,0.53626,0.53691,0.32957,0.30715,0.09243
"2025-11-14 08:56:00",0.03115,0.10272,0.10463,0.6436,0.78767,0.34491,0.31174,0.09691
"2025-11-14 09:56:00",0.04337,0.09514,0.0767,0.5611,0.72778,0.30382,0.2423,0.08387
"2025-11-14 10:56:00",0.0351,0.0868,0.05422,0.59926,0.64711,0.28341,0.24411,0.07276
"2025-11-14 11:56:00",0.03287,0.10209,0.07999,0.55555,0.58708,0.33193,0.30065,0.08986
"2025-11-14 12:56:00",0.03693,0.09406,0.10314,0.71883,0.79081,0.27361,0.25296,0.07237
"2025-11-14 13:56:00",0.03743,0.09508,0.08152,0.53893,0.63787,0.27528,0.25377,0.07466
